id,year,mode,language,dincome,zipcode,district,region,,,,,
200921378,2009,2,1,1,94103,6,1,,,,,
200912493,2009,1,3,1,94103,8,1,,,,,
200912491,2009,1,3,2,94103,1,4,,,,,
200912005,2009,1,1,2,94103,6,1,,,,,
200912148,2009,1,1,2,94103,6,1,,,,,
200912633,2009,1,1,2,94103,6,1,,,,,
200912716,2009,1,1,2,94103,6,1,,,,,
200920234,2009,2,1,2,94103,6,1,,,,,
200920406,2009,2,1,2,94103,6,1,,,,,
200921074,2009,2,1,2,94103,6,1,,,,,
200921303,2009,2,1,2,94103,6,1,,,,,
200921667,2009,2,1,2,94103,6,1,,,,,
200921799,2009,2,1,2,94103,6,1,,,,,
200931827,2009,3,1,2,94103,6,1,,,,,
200912668,2009,1,3,2,94103,8,1,,,,,
200920176,2009,2,1,2,94103,8,1,,,,,
200921673,2009,2,1,2,94103,8,1,,,,,
200921793,2009,2,1,2,94103,8,1,,,,,
200912650,2009,1,1,2,94103,9,3,,,,,
200912593,2009,1,1,3,94103,6,1,,,,,
200920220,2009,2,1,3,94103,6,1,,,,,
200920313,2009,2,1,3,94103,6,1,,,,,
200920333,2009,2,1,3,94103,6,1,,,,,
200920495,2009,2,1,3,94103,6,1,,,,,
200920637,2009,2,1,3,94103,6,1,,,,,
200920646,2009,2,1,3,94103,6,1,,,,,
200920863,2009,2,1,3,94103,6,1,,,,,
200921010,2009,2,1,3,94103,6,1,,,,,
200921154,2009,2,1,3,94103,6,1,,,,,
200921177,2009,2,1,3,94103,6,1,,,,,
200921493,2009,2,1,3,94103,6,1,,,,,
200912481,2009,1,1,3,94103,8,1,,,,,
200920962,2009,2,1,3,94103,8,1,,,,,
200920989,2009,2,1,3,94103,8,1,,,,,
200921238,2009,2,1,3,94103,8,1,,,,,
200921367,2009,2,1,3,94103,8,1,,,,,
200912394,2009,1,1,3,94103,,,,,,,
200912471,2009,1,1,3,94103,,,,,,,
200912485,2009,1,2,4,94103,6,1,,,,,
200920183,2009,2,1,4,94103,6,1,,,,,
200920292,2009,2,1,4,94103,6,1,,,,,
200920326,2009,2,1,4,94103,6,1,,,,,
200920558,2009,2,1,4,94103,6,1,,,,,
200920585,2009,2,1,4,94103,6,1,,,,,
200920602,2009,2,1,4,94103,6,1,,,,,
200920854,2009,2,1,4,94103,6,1,,,,,
200921806,2009,2,1,4,94103,6,1,,,,,
200912101,2009,1,1,4,94103,8,1,,,,,
200920990,2009,2,1,4,94103,8,1,,,,,
200921206,2009,2,1,4,94103,8,1,,,,,
200921361,2009,2,1,4,94103,8,1,,,,,
200912224,2009,1,1,4,94103,,,,,,,
200912747,2009,1,1,5,94103,6,1,,,,,
200920087,2009,2,1,5,94103,6,1,,,,,
200920091,2009,2,1,5,94103,6,1,,,,,
200920168,2009,2,1,5,94103,6,1,,,,,
200920221,2009,2,1,5,94103,6,1,,,,,
200920352,2009,2,1,5,94103,6,1,,,,,
200920362,2009,2,1,5,94103,6,1,,,,,
200920803,2009,2,1,5,94103,6,1,,,,,
200920924,2009,2,1,5,94103,6,1,,,,,
200921060,2009,2,1,5,94103,6,1,,,,,
200921112,2009,2,1,5,94103,6,1,,,,,
200921603,2009,2,1,5,94103,6,1,,,,,
200921812,2009,2,1,5,94103,6,1,,,,,
200931825,2009,3,1,5,94103,6,1,,,,,
200931826,2009,3,1,5,94103,6,1,,,,,
200912087,2009,1,1,5,94103,8,1,,,,,
200920021,2009,2,1,5,94103,8,1,,,,,
200920022,2009,2,1,5,94103,8,1,,,,,
200920870,2009,2,1,5,94103,8,1,,,,,
200912017,2009,1,1,,94103,6,1,,,,,
200912240,2009,1,1,,94103,6,1,,,,,
200912263,2009,1,1,,94103,6,1,,,,,
200912406,2009,1,1,,94103,6,1,,,,,
200920461,2009,2,1,,94103,6,1,,,,,
200921229,2009,2,1,,94103,6,1,,,,,
200921308,2009,2,1,,94103,6,1,,,,,
200921330,2009,2,1,,94103,6,1,,,,,
200912241,2009,1,1,,94103,8,1,,,,,
200912740,2009,1,2,,94103,8,1,,,,,
200920010,2009,2,1,,94103,8,1,,,,,
200920105,2009,2,1,,94103,8,1,,,,,
200920188,2009,2,1,,94103,8,1,,,,,
200920700,2009,2,1,,94103,8,1,,,,,
200912210,2009,1,1,,94103,,,,,,,
200921335,2009,2,1,1,94104,3,2,,,,,
200912147,2009,1,1,2,94104,3,2,,,,,
200921354,2009,2,1,2,94104,3,2,,,,,
200911999,2009,1,1,,94104,3,2,,,,,
200912301,2009,1,1,,94104,3,2,,,,,
200921797,2009,2,1,1,94105,6,1,,,,,
200912327,2009,1,1,3,94105,6,1,,,,,
200912127,2009,1,1,4,94105,6,1,,,,,
200912230,2009,1,1,4,94105,6,1,,,,,
200920937,2009,2,1,4,94105,6,1,,,,,
200912146,2009,1,1,5,94105,6,1,,,,,
200912437,2009,1,1,5,94105,6,1,,,,,
200920489,2009,2,1,5,94105,6,1,,,,,
200921414,2009,2,1,5,94105,6,1,,,,,
200921581,2009,2,1,5,94105,6,1,,,,,
200921787,2009,2,1,5,94105,6,1,,,,,
200931828,2009,3,1,5,94105,6,1,,,,,
200912474,2009,1,1,,94105,6,1,,,,,
200920643,2009,2,1,,94105,6,1,,,,,
200921065,2009,2,1,,94105,6,1,,,,,
200921460,2009,2,1,,94105,6,1,,,,,
200931829,2009,3,1,,94105,6,1,,,,,
200912079,2009,1,1,1,94107,6,1,,,,,
200920066,2009,2,1,1,94107,6,1,,,,,
200921004,2009,2,1,1,94107,6,1,,,,,
200921658,2009,2,1,1,94107,6,1,,,,,
200921221,2009,2,1,1,94107,10,3,,,,,
200912084,2009,1,3,2,94107,6,1,,,,,
200920513,2009,2,1,2,94107,6,1,,,,,
200921079,2009,2,1,2,94107,6,1,,,,,
200920660,2009,2,1,2,94107,10,3,,,,,
200912144,2009,1,1,3,94107,5,1,,,,,
200912755,2009,1,1,3,94107,6,1,,,,,
200920635,2009,2,1,3,94107,6,1,,,,,
200921262,2009,2,1,3,94107,6,1,,,,,
200921605,2009,2,1,3,94107,6,1,,,,,
200912312,2009,1,1,3,94107,10,3,,,,,
200912715,2009,1,1,3,94107,10,3,,,,,
200920065,2009,2,1,3,94107,10,3,,,,,
200920672,2009,2,1,3,94107,10,3,,,,,
200921185,2009,2,1,3,94107,10,3,,,,,
200921331,2009,2,1,3,94107,10,3,,,,,
200912509,2009,1,1,3,94107,,,,,,,
200920078,2009,2,1,4,94107,6,1,,,,,
200921307,2009,2,1,4,94107,6,1,,,,,
200931836,2009,3,1,4,94107,6,1,,,,,
200931839,2009,3,3,4,94107,6,1,,,,,
200920201,2009,2,1,4,94107,10,3,,,,,
200920382,2009,2,1,4,94107,10,3,,,,,
200920997,2009,2,1,4,94107,10,3,,,,,
200921417,2009,2,1,4,94107,10,3,,,,,
200921508,2009,2,1,4,94107,10,3,,,,,
200921530,2009,2,1,4,94107,10,3,,,,,
200921672,2009,2,1,4,94107,10,3,,,,,
200912296,2009,1,1,4,94107,,,,,,,
200912465,2009,1,1,5,94107,6,1,,,,,
200912572,2009,1,1,5,94107,6,1,,,,,
200920032,2009,2,1,5,94107,6,1,,,,,
200920042,2009,2,1,5,94107,6,1,,,,,
200920257,2009,2,1,5,94107,6,1,,,,,
200920695,2009,2,1,5,94107,6,1,,,,,
200920751,2009,2,1,5,94107,6,1,,,,,
200920765,2009,2,1,5,94107,6,1,,,,,
200921158,2009,2,1,5,94107,6,1,,,,,
200921401,2009,2,1,5,94107,6,1,,,,,
200921509,2009,2,1,5,94107,6,1,,,,,
200921814,2009,2,1,5,94107,6,1,,,,,
200931835,2009,3,1,5,94107,6,1,,,,,
200931837,2009,3,1,5,94107,6,1,,,,,
200912103,2009,1,1,5,94107,10,3,,,,,
200912155,2009,1,1,5,94107,10,3,,,,,
200912410,2009,1,1,5,94107,10,3,,,,,
200912681,2009,1,1,5,94107,10,3,,,,,
200920045,2009,2,1,5,94107,10,3,,,,,
200920131,2009,2,1,5,94107,10,3,,,,,
200920203,2009,2,1,5,94107,10,3,,,,,
200920277,2009,2,1,5,94107,10,3,,,,,
200920320,2009,2,1,5,94107,10,3,,,,,
200920353,2009,2,1,5,94107,10,3,,,,,
200920385,2009,2,1,5,94107,10,3,,,,,
200920597,2009,2,1,5,94107,10,3,,,,,
200920715,2009,2,1,5,94107,10,3,,,,,
200920986,2009,2,1,5,94107,10,3,,,,,
200920987,2009,2,1,5,94107,10,3,,,,,
200921131,2009,2,1,5,94107,10,3,,,,,
200921148,2009,2,1,5,94107,10,3,,,,,
200921190,2009,2,1,5,94107,10,3,,,,,
200921196,2009,2,1,5,94107,10,3,,,,,
200921380,2009,2,1,5,94107,10,3,,,,,
200921573,2009,2,1,5,94107,10,3,,,,,
200921595,2009,2,1,5,94107,10,3,,,,,
200921809,2009,2,1,5,94107,10,3,,,,,
200931830,2009,3,1,5,94107,10,3,,,,,
200931831,2009,3,1,5,94107,10,3,,,,,
200931834,2009,3,1,5,94107,10,3,,,,,
200921703,2009,2,1,,94107,6,1,,,,,
200931832,2009,3,1,,94107,6,1,,,,,
200931838,2009,3,1,,94107,6,1,,,,,
200912712,2009,1,1,,94107,10,3,,,,,
200920158,2009,2,1,,94107,10,3,,,,,
200920996,2009,2,1,,94107,10,3,,,,,
200921237,2009,2,1,,94107,10,3,,,,,
200921318,2009,2,1,,94107,10,3,,,,,
200921524,2009,2,1,,94107,10,3,,,,,
200931833,2009,3,1,,94107,10,3,,,,,
200912221,2009,1,1,,94107,,,,,,,
200912370,2009,1,1,,94107,,,,,,,
200912407,2009,1,1,,94107,,,,,,,
200912663,2009,1,3,1,94108,2,2,,,,,
200912081,2009,1,3,1,94108,3,2,,,,,
200912665,2009,1,3,1,94108,3,2,,,,,
200920651,2009,2,1,1,94108,3,2,,,,,
200921101,2009,2,1,1,94108,3,2,,,,,
200921274,2009,2,1,1,94108,3,2,,,,,
200921359,2009,2,1,1,94108,3,2,,,,,
200921450,2009,2,1,1,94108,3,2,,,,,
200912764,2009,1,3,2,94108,3,2,,,,,
200920072,2009,2,1,2,94108,3,2,,,,,
200920383,2009,2,1,2,94108,3,2,,,,,
200920560,2009,2,1,2,94108,3,2,,,,,
200920709,2009,2,1,2,94108,3,2,,,,,
200920713,2009,2,1,2,94108,3,2,,,,,
200921139,2009,2,1,2,94108,3,2,,,,,
200921572,2009,2,1,2,94108,3,2,,,,,
200921727,2009,2,1,2,94108,3,2,,,,,
200912748,2009,1,1,2,94108,,,,,,,
200912045,2009,1,1,3,94108,3,2,,,,,
200912150,2009,1,1,3,94108,3,2,,,,,
200912737,2009,1,3,3,94108,3,2,,,,,
200920028,2009,2,1,3,94108,3,2,,,,,
200920057,2009,2,1,3,94108,3,2,,,,,
200920179,2009,2,1,3,94108,3,2,,,,,
200920215,2009,2,1,3,94108,3,2,,,,,
200920474,2009,2,1,3,94108,3,2,,,,,
200920640,2009,2,1,3,94108,3,2,,,,,
200920905,2009,2,1,3,94108,3,2,,,,,
200921365,2009,2,1,3,94108,3,2,,,,,
200921373,2009,2,1,3,94108,3,2,,,,,
200921495,2009,2,1,3,94108,3,2,,,,,
200921565,2009,2,1,3,94108,3,2,,,,,
200921742,2009,2,1,3,94108,3,2,,,,,
200921796,2009,2,1,3,94108,3,2,,,,,
200912078,2009,1,1,3,94108,,,,,,,
200912514,2009,1,1,3,94108,,,,,,,
200912599,2009,1,1,3,94108,,,,,,,
200912703,2009,1,1,4,94108,1,4,,,,,
200912691,2009,1,1,4,94108,3,2,,,,,
200920822,2009,2,1,4,94108,3,2,,,,,
200921249,2009,2,1,4,94108,3,2,,,,,
200921435,2009,2,1,4,94108,3,2,,,,,
200931840,2009,3,1,4,94108,3,2,,,,,
200912442,2009,1,1,5,94108,1,4,,,,,
200920787,2009,2,1,5,94108,3,2,,,,,
200921019,2009,2,1,5,94108,3,2,,,,,
200921172,2009,2,1,5,94108,3,2,,,,,
200921198,2009,2,1,5,94108,3,2,,,,,
200921593,2009,2,1,5,94108,3,2,,,,,
200921692,2009,2,1,5,94108,3,2,,,,,
200912579,2009,1,1,5,94108,,,,,,,
200920029,2009,2,1,,94108,3,2,,,,,
200920113,2009,2,1,,94108,3,2,,,,,
200920437,2009,2,1,,94108,3,2,,,,,
200921368,2009,2,1,,94108,3,2,,,,,
200921398,2009,2,1,,94108,3,2,,,,,
200912450,2009,1,1,,94108,6,1,,,,,
200912037,2009,1,1,,94108,,,,,,,
200912585,2009,1,1,,94108,,,,,,,
200920664,2009,2,1,1,94109,2,2,,,,,
200921326,2009,2,1,1,94109,2,2,,,,,
200921431,2009,2,1,1,94109,2,2,,,,,
200921478,2009,2,1,1,94109,2,2,,,,,
200931841,2009,3,1,1,94109,2,2,,,,,
200920051,2009,2,1,1,94109,3,2,,,,,
200920056,2009,2,1,1,94109,3,2,,,,,
200920475,2009,2,1,1,94109,3,2,,,,,
200920617,2009,2,1,1,94109,3,2,,,,,
200920662,2009,2,1,1,94109,3,2,,,,,
200920706,2009,2,1,1,94109,3,2,,,,,
200920943,2009,2,1,1,94109,3,2,,,,,
200921743,2009,2,1,1,94109,3,2,,,,,
200931855,2009,3,1,1,94109,3,2,,,,,
200920521,2009,2,1,1,94109,5,1,,,,,
200921278,2009,2,1,1,94109,5,1,,,,,
200912149,2009,1,1,1,94109,6,1,,,,,
200920073,2009,2,1,1,94109,6,1,,,,,
200920490,2009,2,1,1,94109,6,1,,,,,
200920778,2009,2,1,1,94109,6,1,,,,,
200920934,2009,2,1,1,94109,6,1,,,,,
200921420,2009,2,1,1,94109,6,1,,,,,
200921455,2009,2,1,1,94109,6,1,,,,,
200921668,2009,2,1,1,94109,6,1,,,,,
200912584,2009,1,1,1,94109,9,3,,,,,
200912251,2009,1,1,1,94109,,,,,,,
200912709,2009,1,1,1,94109,,,,,,,
200912199,2009,1,1,2,94109,2,2,,,,,
200920041,2009,2,1,2,94109,3,2,,,,,
200920068,2009,2,1,2,94109,3,2,,,,,
200920069,2009,2,1,2,94109,3,2,,,,,
200920119,2009,2,1,2,94109,3,2,,,,,
200920208,2009,2,1,2,94109,3,2,,,,,
200920227,2009,2,1,2,94109,3,2,,,,,
200920290,2009,2,1,2,94109,3,2,,,,,
200920614,2009,2,1,2,94109,3,2,,,,,
200920735,2009,2,1,2,94109,3,2,,,,,
200921013,2009,2,1,2,94109,3,2,,,,,
200921242,2009,2,1,2,94109,3,2,,,,,
200921399,2009,2,1,2,94109,3,2,,,,,
200921719,2009,2,1,2,94109,3,2,,,,,
200912124,2009,1,1,2,94109,5,1,,,,,
200912364,2009,1,1,2,94109,5,1,,,,,
200921646,2009,2,1,2,94109,5,1,,,,,
200912010,2009,1,1,2,94109,6,1,,,,,
200912734,2009,1,2,2,94109,6,1,,,,,
200920146,2009,2,1,2,94109,6,1,,,,,
200920231,2009,2,1,2,94109,6,1,,,,,
200920347,2009,2,1,2,94109,6,1,,,,,
200920627,2009,2,1,2,94109,6,1,,,,,
200920666,2009,2,1,2,94109,6,1,,,,,
200920707,2009,2,1,2,94109,6,1,,,,,
200920825,2009,2,1,2,94109,6,1,,,,,
200921655,2009,2,1,2,94109,6,1,,,,,
200912176,2009,1,1,2,94109,,,,,,,
200912072,2009,1,1,3,94109,2,2,,,,,
200920125,2009,2,1,3,94109,2,2,,,,,
200920211,2009,2,1,3,94109,2,2,,,,,
200920268,2009,2,1,3,94109,2,2,,,,,
200920336,2009,2,1,3,94109,2,2,,,,,
200920409,2009,2,1,3,94109,2,2,,,,,
200920505,2009,2,1,3,94109,2,2,,,,,
200920705,2009,2,1,3,94109,2,2,,,,,
200920811,2009,2,1,3,94109,2,2,,,,,
200921056,2009,2,1,3,94109,2,2,,,,,
200912041,2009,1,1,3,94109,3,2,,,,,
200912344,2009,1,1,3,94109,3,2,,,,,
200920044,2009,2,1,3,94109,3,2,,,,,
200920498,2009,2,1,3,94109,3,2,,,,,
200921032,2009,2,1,3,94109,3,2,,,,,
200921037,2009,2,1,3,94109,3,2,,,,,
200921410,2009,2,1,3,94109,3,2,,,,,
200921639,2009,2,1,3,94109,3,2,,,,,
200921660,2009,2,1,3,94109,3,2,,,,,
200921818,2009,2,3,3,94109,3,2,,,,,
200912376,2009,1,1,3,94109,5,1,,,,,
200920071,2009,2,1,3,94109,5,1,,,,,
200931847,2009,3,1,3,94109,5,1,,,,,
200912175,2009,1,1,3,94109,6,1,,,,,
200912200,2009,1,1,3,94109,6,1,,,,,
200912427,2009,1,1,3,94109,6,1,,,,,
200920036,2009,2,1,3,94109,6,1,,,,,
200920204,2009,2,1,3,94109,6,1,,,,,
200920501,2009,2,1,3,94109,6,1,,,,,
200920542,2009,2,1,3,94109,6,1,,,,,
200920824,2009,2,1,3,94109,6,1,,,,,
200921479,2009,2,1,3,94109,6,1,,,,,
200931851,2009,3,1,3,94109,6,1,,,,,
200912591,2009,1,1,3,94109,,,,,,,
200912158,2009,1,1,4,94109,2,2,,,,,
200920019,2009,2,1,4,94109,2,2,,,,,
200920075,2009,2,1,4,94109,2,2,,,,,
200920259,2009,2,1,4,94109,2,2,,,,,
200920260,2009,2,1,4,94109,2,2,,,,,
200920391,2009,2,1,4,94109,2,2,,,,,
200920506,2009,2,1,4,94109,2,2,,,,,
200920804,2009,2,1,4,94109,2,2,,,,,
200921108,2009,2,1,4,94109,2,2,,,,,
200921145,2009,2,1,4,94109,2,2,,,,,
200921707,2009,2,1,4,94109,2,2,,,,,
200931843,2009,3,1,4,94109,2,2,,,,,
200931845,2009,3,1,4,94109,2,2,,,,,
200912013,2009,1,1,4,94109,3,2,,,,,
200912053,2009,1,1,4,94109,3,2,,,,,
200912064,2009,1,1,4,94109,3,2,,,,,
200912202,2009,1,1,4,94109,3,2,,,,,
200912299,2009,1,1,4,94109,3,2,,,,,
200912439,2009,1,1,4,94109,3,2,,,,,
200920015,2009,2,1,4,94109,3,2,,,,,
200920052,2009,2,1,4,94109,3,2,,,,,
200920103,2009,2,1,4,94109,3,2,,,,,
200920298,2009,2,1,4,94109,3,2,,,,,
200920304,2009,2,1,4,94109,3,2,,,,,
200920389,2009,2,1,4,94109,3,2,,,,,
200920533,2009,2,1,4,94109,3,2,,,,,
200920595,2009,2,1,4,94109,3,2,,,,,
200920842,2009,2,1,4,94109,3,2,,,,,
200921086,2009,2,1,4,94109,3,2,,,,,
200921093,2009,2,1,4,94109,3,2,,,,,
200921247,2009,2,1,4,94109,3,2,,,,,
200921382,2009,2,1,4,94109,3,2,,,,,
200921477,2009,2,1,4,94109,3,2,,,,,
200921539,2009,2,1,4,94109,3,2,,,,,
200921555,2009,2,1,4,94109,3,2,,,,,
200921634,2009,2,1,4,94109,3,2,,,,,
200921641,2009,2,1,4,94109,3,2,,,,,
200921650,2009,2,1,4,94109,3,2,,,,,
200921701,2009,2,1,4,94109,3,2,,,,,
200931849,2009,3,1,4,94109,3,2,,,,,
200931854,2009,3,1,4,94109,3,2,,,,,
200912049,2009,1,1,4,94109,5,1,,,,,
200912220,2009,1,1,4,94109,5,1,,,,,
200920018,2009,2,1,4,94109,5,1,,,,,
200920283,2009,2,1,4,94109,5,1,,,,,
200920452,2009,2,1,4,94109,6,1,,,,,
200920647,2009,2,1,4,94109,6,1,,,,,
200920792,2009,2,1,4,94109,6,1,,,,,
200921304,2009,2,1,4,94109,6,1,,,,,
200921397,2009,2,1,4,94109,6,1,,,,,
200921583,2009,2,1,4,94109,6,1,,,,,
200912095,2009,1,1,4,94109,,,,,,,
200912408,2009,1,1,4,94109,,,,,,,
200912068,2009,1,1,5,94109,2,2,,,,,
200912092,2009,1,1,5,94109,2,2,,,,,
200912185,2009,1,1,5,94109,2,2,,,,,
200912192,2009,1,1,5,94109,2,2,,,,,
200912753,2009,1,1,5,94109,2,2,,,,,
200920020,2009,2,1,5,94109,2,2,,,,,
200920149,2009,2,1,5,94109,2,2,,,,,
200920161,2009,2,1,5,94109,2,2,,,,,
200920217,2009,2,1,5,94109,2,2,,,,,
200920238,2009,2,1,5,94109,2,2,,,,,
200920335,2009,2,1,5,94109,2,2,,,,,
200920342,2009,2,1,5,94109,2,2,,,,,
200920346,2009,2,1,5,94109,2,2,,,,,
200920357,2009,2,1,5,94109,2,2,,,,,
200920433,2009,2,1,5,94109,2,2,,,,,
200920571,2009,2,1,5,94109,2,2,,,,,
200920773,2009,2,1,5,94109,2,2,,,,,
200920859,2009,2,1,5,94109,2,2,,,,,
